Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Senior Embedded Engineer,Engineering,Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Sales representative,Sales & Marketing,Sales & Marketing
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Business development Specialist,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Design Engineer,Engineering,Engineering
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Lead Engineer,Engineering,Engineering
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Wngineer,Management & Ops,Management & Ops
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Resident Assistant,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Leadership Development Program- Finance Representative,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Housing Market Analyst,Management & Ops,Management & Ops
Geology,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Night Shift Shipping Manager,Management & Ops,Management & Ops
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Nursing assistant,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial analyst,Finance & Accounting,Finance & Accounting
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Inside Sales,Sales & Marketing,Sales & Marketing
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Accounting Analyst,Finance & Accounting,Finance & Accounting
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Sr. Supply Chain Project Manager,Management & Ops,Management & Ops
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Graduate Transportation Engineer,Engineering,Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Financial Analyst II - Global Supply Chain Finance,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Business Analytics Analyst,Management & Ops,Management & Ops
Economics,Economics,SOCIAL SCIENCES & EDUCATION,Business Analyst Associate,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Valuation Associate,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Financial Analyst,Finance & Accounting,Finance & Accounting
COJO Strategic Communications,Marketing & Communication,HUMANITIES & COMMUNICATION,Digital Marketing Coordinator,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Reinsurance Cat Analyst,Management & Ops,Management & Ops
Art History,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Assistant Coordinator of Marriage Prep and Youth Ministry,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Insurance Underwriting,Finance & Accounting,Finance & Accounting
Educational Studies,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Spanish teacher,Education & Social Service,Education & Social Service
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Product Strategy Analyst,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Analyst,Software & Data,Software & Data
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Underwriter,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Audit analyst,Finance & Accounting,Finance & Accounting
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Physical therapy tech,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Sourcing Operations Specialist,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Advisor,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Systems Engineer,Engineering,Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Analyst,Software & Data,Software & Data
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,General Manager,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Investment Banking Analyst,Finance & Accounting,Finance & Accounting
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Research Associate,Health & Science Research,Health & Science Research
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Financial Underwriter,Finance & Accounting,Finance & Accounting
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Graduate Design Engineer,Engineering,Engineering
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Graduate Engineer,Engineering,Engineering
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Scientist,Software & Data,Software & Data
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Accounting,Finance & Accounting
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Assistant Civil Engineer,Engineering,Engineering
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Assistant Civil Engineer,Engineering,Engineering
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Behavior technician,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Federal Tax Stategies,Finance & Accounting,Finance & Accounting
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Chemist,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Research Analyst,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Analyst assistant,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,managing assistant,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Asset Management Analyst,Management & Ops,Management & Ops
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Finance & Accounting,Finance & Accounting
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Finance development program - associate (international finance),Finance & Accounting,Finance & Accounting
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Rehabilitation Technician,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Planning Analyst,Finance & Accounting,Finance & Accounting
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Opthalmic Technician,Health & Science Research,Health & Science Research
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Field and Client Services,Management & Ops,Management & Ops
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Nursing,Health & Science Research,Health & Science Research
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Telesales,Sales & Marketing,Sales & Marketing
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Dc solution specialist,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Product Engineer,Engineering,Engineering
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Navigate College Coach,Education & Social Service,Education & Social Service
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Structural Inspection Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Design Engineer,Engineering,Engineering
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Pharmacy tech,Health & Science Research,Health & Science Research
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Control Development Engineer,Engineering,Engineering
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Student Writer,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Electric High Voltage Product Design Engineer I,Engineering,Engineering
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Accounting,Finance & Accounting
Data Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Data Analysts,Software & Data,Software & Data
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Cna,Health & Science Research,Health & Science Research
Manufacturing Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Manufacturing Engineer,Engineering,Engineering
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Electrical Controls Engineer,Engineering,Engineering
Strategic Comm: Ad and PR,Marketing & Communication,HUMANITIES & COMMUNICATION,Account Manager,Management & Ops,Management & Ops
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Counselor coordinator for summer at Down Home Ranch Camp / lab manager at UMN,Health & Science Research,Health & Science Research
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineering Designer I,Engineering,Engineering
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Resident Assistant,Health & Science Research,Health & Science Research
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Scribe,Health & Science Research,Health & Science Research
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Project Manager,Management & Ops,Management & Ops
Philosophy,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,P. E. Teacher,Education & Social Service,Education & Social Service
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Scribe,Health & Science Research,Health & Science Research
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",medical scribe,Health & Science Research,Health & Science Research
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Entry level structural engineer,Engineering,Engineering
U.S. Law,Specialized Business,BUSINESS & MANAGEMENT,Parelegal,Legal & Policy,Legal & Policy
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Caregiver,Health & Science Research,Health & Science Research
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Implementation Consultant,Management & Ops,Management & Ops
English - Creative Writing,Marketing & Communication,HUMANITIES & COMMUNICATION,Accounts Receivable Rep,Finance & Accounting,Finance & Accounting
Liberal Arts,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,line/prep cook,Management & Ops,Management & Ops
Elementary Education (K-6),Education & Social Services,SOCIAL SCIENCES & EDUCATION,English Teaching Assistant,Education & Social Service,Education & Social Service
Economics - International,Economics,SOCIAL SCIENCES & EDUCATION,Financial Analyst,Finance & Accounting,Finance & Accounting
Acad Behavioral Strategist,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Special Education Teacher,Education & Social Service,Education & Social Service
Catholic Studies,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,PhD Student,Health & Science Research,Health & Science Research
U.S. Law,Specialized Business,BUSINESS & MANAGEMENT,Paralegal,Legal & Policy,Legal & Policy
Biology (BS),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Clinic Medical Staff,Health & Science Research,Health & Science Research
Journalism,Marketing & Communication,HUMANITIES & COMMUNICATION,PR Specialist,Sales & Marketing,Sales & Marketing
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Substation Coordinator,Engineering,Engineering
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Web Developer,Software & Data,Software & Data
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Sports Medicine Assistant,Health & Science Research,Health & Science Research
Pastoral Leadership,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Director of Faith Formation,Management & Ops,Management & Ops
U.S. Law,Specialized Business,BUSINESS & MANAGEMENT,Legal Couseler,Legal & Policy,Legal & Policy
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Application Engineer,Engineering,Engineering
Journalism,Marketing & Communication,HUMANITIES & COMMUNICATION,Brand Ambassador Intern,Sales & Marketing,Sales & Marketing
Computer Science (BS),Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Devops engineer,Engineering,Engineering
